Case_ID,Person_ID,Age_Group,Gender,Last_Latitude,Last_Longitude,Last_Seen_Time,Day,Hour,Weather,Usual_Area,Average_Distance,Average_Speed,Previous_Area,Time_Since_Last_Seen,Target_Area
SYN-021,FICTIONAL_0,18-25,Not used for prediction,39.995612,116.326406,2009-05-07 03:46:40,Thursday,3,Clear,1,0.020627269983875002,12.814023047796102,1,22,2
SYN-022,FICTIONAL_0,18-25,Not used for prediction,40.005492,116.321112,2009-04-27 13:55:09,Monday,13,Cloudy,1,0.020627269983875002,12.814023047796102,1,8,3
SYN-023,FICTIONAL_0,26-40,Not used for prediction,39.908342,116.367817,2009-05-02 10:40:50,Saturday,10,Cloudy,1,0.020627269983875002,12.814023047796102,0,16,3
SYN-024,FICTIONAL_0,41-60,Not used for prediction,39.991551,116.331074,2009-04-25 01:12:01,Saturday,1,Rain,1,0.020627269983875002,12.814023047796102,1,3,2
SYN-025,FICTIONAL_0,18-25,Not used for prediction,39.966501,116.314737,2009-05-02 08:23:07,Saturday,8,Cloudy,1,0.020627269983875002,12.814023047796102,1,7,3
SYN-026,FICTIONAL_0,18-25,Not used for prediction,39.998906,116.327392,2009-05-09 18:16:56,Saturday,18,Rain,1,0.020627269983875002,12.814023047796102,1,6,3
SYN-027,FICTIONAL_0,41-60,Not used for prediction,40.000014,116.327133,2009-04-15 09:59:10,Wednesday,9,Clear,1,0.020627269983875002,12.814023047796102,1,20,0
SYN-028,FICTIONAL_0,26-40,Not used for prediction,40.000057,116.327323,2009-04-16 07:50:23,Thursday,7,Rain,1,0.020627269983875002,12.814023047796102,1,5,3
SYN-029,FICTIONAL_0,18-25,Not used for prediction,39.984844,116.323279,2009-04-29 15:37:25,Wednesday,15,Rain,1,0.020627269983875002,12.814023047796102,1,21,2
SYN-030,FICTIONAL_0,41-60,Not used for prediction,40.005252,116.317868,2009-04-19 00:56:11,Sunday,0,Clear,1,0.020627269983875002,12.814023047796102,1,8,3
SYN-031,FICTIONAL_0,26-40,Not used for prediction,39.989049,116.33173,2009-05-02 13:01:24,Saturday,13,Clear,1,0.020627269983875002,12.814023047796102,1,24,1
SYN-032,FICTIONAL_0,41-60,Not used for prediction,40.006192,116.325688,2009-04-27 03:58:45,Monday,3,Cloudy,1,0.020627269983875002,12.814023047796102,1,4,1
SYN-033,FICTIONAL_0,18-25,Not used for prediction,39.778942,116.28749,2009-04-13 13:11:48,Monday,13,Clear,1,0.020627269983875002,12.814023047796102,0,6,2
SYN-034,FICTIONAL_0,41-60,Not used for prediction,39.99603,116.32575,2009-04-16 04:12:27,Thursday,4,Clear,1,0.020627269983875002,12.814023047796102,1,17,1
SYN-035,FICTIONAL_0,41-60,Not used for prediction,39.999982,116.327208,2009-04-15 09:29:38,Wednesday,9,Clear,1,0.020627269983875002,12.814023047796102,1,13,0
SYN-036,FICTIONAL_0,26-40,Not used for prediction,40.008243,116.312812,2009-05-01 06:48:54,Friday,6,Rain,1,0.020627269983875002,12.814023047796102,1,14,1
SYN-037,FICTIONAL_0,18-25,Not used for prediction,39.991718,116.328429,2009-04-19 01:08:31,Sunday,1,Rain,1,0.020627269983875002,12.814023047796102,1,20,3
SYN-038,FICTIONAL_0,41-60,Not used for prediction,40.005085,116.303509,2009-05-01 08:25:29,Friday,8,Clear,1,0.020627269983875002,12.814023047796102,1,18,2
SYN-039,FICTIONAL_0,26-40,Not used for prediction,39.99714,116.326771,2009-04-16 00:28:50,Thursday,0,Cloudy,1,0.020627269983875002,12.814023047796102,1,3,3
SYN-040,FICTIONAL_0,41-60,Not used for prediction,40.001284,116.325384,2009-05-09 10:59:47,Saturday,10,Clear,1,0.020627269983875002,12.814023047796102,1,10,1
SYN-041,FICTIONAL_0,26-40,Not used for prediction,40.009544,116.323365,2009-04-22 02:40:29,Wednesday,2,Clear,1,0.020627269983875002,12.814023047796102,1,12,3
SYN-042,FICTIONAL_0,26-40,Not used for prediction,39.951147,116.329015,2009-04-30 10:31:25,Thursday,10,Clear,1,0.020627269983875002,12.814023047796102,1,23,0
SYN-043,FICTIONAL_0,26-40,Not used for prediction,40.00914,116.316307,2009-04-20 15:38:24,Monday,15,Rain,1,0.020627269983875002,12.814023047796102,1,23,0
SYN-044,FICTIONAL_0,18-25,Not used for prediction,39.98846,116.298914,2009-04-13 13:51:53,Monday,13,Cloudy,1,0.020627269983875002,12.814023047796102,1,14,0
SYN-045,FICTIONAL_0,41-60,Not used for prediction,39.93763,116.319034,2009-04-30 05:31:27,Thursday,5,Rain,1,0.020627269983875002,12.814023047796102,0,3,3
SYN-046,FICTIONAL_0,18-25,Not used for prediction,40.010127,116.321733,2009-04-16 04:47:16,Thursday,4,Rain,1,0.020627269983875002,12.814023047796102,1,11,1
SYN-047,FICTIONAL_0,18-25,Not used for prediction,39.991802,116.327421,2009-05-11 09:47:43,Monday,9,Clear,1,0.020627269983875002,12.814023047796102,1,15,2
SYN-048,FICTIONAL_0,26-40,Not used for prediction,40.003299,116.322252,2009-05-09 11:39:10,Saturday,11,Rain,1,0.020627269983875002,12.814023047796102,1,20,0
SYN-049,FICTIONAL_0,41-60,Not used for prediction,39.943302,116.795558,2009-04-26 07:05:12,Sunday,7,Cloudy,1,0.020627269983875002,12.814023047796102,3,19,1
SYN-050,FICTIONAL_0,18-25,Not used for prediction,39.829274,116.283947,2009-04-13 13:26:13,Monday,13,Cloudy,1,0.020627269983875002,12.814023047796102,0,3,1
SYN-051,FICTIONAL_0,26-40,Not used for prediction,39.987519,116.326695,2009-05-03 06:47:47,Sunday,6,Clear,1,0.020627269983875002,12.814023047796102,1,20,1
SYN-052,FICTIONAL_0,41-60,Not used for prediction,39.945757,116.794255,2009-04-19 04:28:51,Sunday,4,Cloudy,1,0.020627269983875002,12.814023047796102,3,13,1
SYN-053,FICTIONAL_0,41-60,Not used for prediction,40.005507,116.316064,2009-04-30 03:38:17,Thursday,3,Rain,1,0.020627269983875002,12.814023047796102,1,21,1
SYN-054,FICTIONAL_0,18-25,Not used for prediction,40.008534,116.317745,2009-04-30 03:28:02,Thursday,3,Clear,1,0.020627269983875002,12.814023047796102,1,10,0
SYN-055,FICTIONAL_0,18-25,Not used for prediction,39.991571,116.331726,2009-04-25 01:13:46,Saturday,1,Rain,1,0.020627269983875002,12.814023047796102,1,11,2
SYN-056,FICTIONAL_0,18-25,Not used for prediction,39.937041,116.322605,2009-04-30 07:57:42,Thursday,7,Rain,1,0.020627269983875002,12.814023047796102,0,21,2
SYN-057,FICTIONAL_0,18-25,Not used for prediction,39.946854,116.782699,2009-04-26 03:56:04,Sunday,3,Cloudy,1,0.020627269983875002,12.814023047796102,3,6,3
SYN-058,FICTIONAL_0,41-60,Not used for prediction,39.945731,116.794297,2009-04-19 04:42:36,Sunday,4,Rain,1,0.020627269983875002,12.814023047796102,3,18,1
SYN-059,FICTIONAL_0,41-60,Not used for prediction,40.079565,116.586689,2009-05-03 06:00:22,Sunday,6,Rain,1,0.020627269983875002,12.814023047796102,2,3,0
SYN-060,FICTIONAL_0,26-40,Not used for prediction,39.997671,116.326712,2009-04-14 06:05:10,Tuesday,6,Cloudy,1,0.020627269983875002,12.814023047796102,1,15,1
SYN-061,FICTIONAL_0,18-25,Not used for prediction,39.999989,116.327264,2009-04-16 05:13:28,Thursday,5,Clear,1,0.020627269983875002,12.814023047796102,1,20,0
SYN-062,FICTIONAL_0,41-60,Not used for prediction,39.983178,116.32725,2009-04-22 04:01:43,Wednesday,4,Rain,1,0.020627269983875002,12.814023047796102,1,4,0
SYN-063,FICTIONAL_0,18-25,Not used for prediction,39.993048,116.326814,2009-05-08 10:21:41,Friday,10,Cloudy,1,0.020627269983875002,12.814023047796102,1,4,2
SYN-064,FICTIONAL_0,26-40,Not used for prediction,39.999898,116.322867,2009-04-20 15:31:59,Monday,15,Cloudy,1,0.020627269983875002,12.814023047796102,1,4,1
SYN-065,FICTIONAL_0,41-60,Not used for prediction,39.906975,116.482279,2009-04-15 08:18:23,Wednesday,8,Cloudy,1,0.020627269983875002,12.814023047796102,0,1,1
SYN-066,FICTIONAL_0,41-60,Not used for prediction,39.876446,116.271485,2009-04-14 05:24:50,Tuesday,5,Clear,1,0.020627269983875002,12.814023047796102,0,5,2
SYN-067,FICTIONAL_0,26-40,Not used for prediction,39.830968,116.235137,2009-04-14 05:17:20,Tuesday,5,Cloudy,1,0.020627269983875002,12.814023047796102,0,15,1
SYN-068,FICTIONAL_0,41-60,Not used for prediction,40.005769,116.31311,2009-04-30 11:52:30,Thursday,11,Rain,1,0.020627269983875002,12.814023047796102,1,10,1
SYN-069,FICTIONAL_0,41-60,Not used for prediction,40.004825,116.321298,2009-04-22 04:55:25,Wednesday,4,Rain,1,0.020627269983875002,12.814023047796102,1,13,1
SYN-070,FICTIONAL_0,26-40,Not used for prediction,40.00239,116.326601,2009-05-05 09:40:49,Tuesday,9,Rain,1,0.020627269983875002,12.814023047796102,1,21,0
SYN-071,FICTIONAL_0,41-60,Not used for prediction,39.925695,116.24356,2009-04-13 22:29:50,Monday,22,Cloudy,1,0.020627269983875002,12.814023047796102,0,5,3
SYN-072,FICTIONAL_0,26-40,Not used for prediction,39.945597,116.794057,2009-04-19 04:42:51,Sunday,4,Clear,1,0.020627269983875002,12.814023047796102,3,6,0
SYN-073,FICTIONAL_0,18-25,Not used for prediction,39.984377,116.325938,2009-04-29 13:03:45,Wednesday,13,Rain,1,0.020627269983875002,12.814023047796102,1,10,2
SYN-074,FICTIONAL_0,41-60,Not used for prediction,39.764318,116.299942,2009-04-13 22:51:25,Monday,22,Clear,1,0.020627269983875002,12.814023047796102,0,9,2
SYN-075,FICTIONAL_0,18-25,Not used for prediction,40.009311,116.320952,2009-04-27 22:07:55,Monday,22,Rain,1,0.020627269983875002,12.814023047796102,1,3,0
SYN-076,FICTIONAL_0,26-40,Not used for prediction,40.006793,116.321043,2009-05-03 09:53:00,Sunday,9,Clear,1,0.020627269983875002,12.814023047796102,1,2,3
SYN-077,FICTIONAL_0,41-60,Not used for prediction,40.005831,116.321435,2009-05-09 05:02:21,Saturday,5,Rain,1,0.020627269983875002,12.814023047796102,1,3,1
SYN-078,FICTIONAL_0,18-25,Not used for prediction,40.003659,116.321434,2009-05-03 10:48:27,Sunday,10,Rain,1,0.020627269983875002,12.814023047796102,1,22,1
SYN-079,FICTIONAL_0,26-40,Not used for prediction,40.004073,116.324326,2009-05-12 01:51:24,Tuesday,1,Clear,1,0.020627269983875002,12.814023047796102,1,20,2
SYN-080,FICTIONAL_0,26-40,Not used for prediction,39.991131,116.333654,2009-05-02 13:13:39,Saturday,13,Cloudy,1,0.020627269983875002,12.814023047796102,1,16,1
SYN-081,FICTIONAL_0,41-60,Not used for prediction,39.990729,116.334313,2009-05-02 13:11:54,Saturday,13,Rain,1,0.020627269983875002,12.814023047796102,1,4,0
SYN-082,FICTIONAL_0,41-60,Not used for prediction,40.006388,116.317755,2009-04-29 01:01:34,Wednesday,1,Clear,1,0.020627269983875002,12.814023047796102,1,13,2
SYN-083,FICTIONAL_0,41-60,Not used for prediction,40.001339,116.32706,2009-05-04 09:54:52,Monday,9,Rain,1,0.020627269983875002,12.814023047796102,1,12,3
SYN-084,FICTIONAL_0,18-25,Not used for prediction,39.902764,116.409844,2009-04-25 03:11:55,Saturday,3,Rain,1,0.020627269983875002,12.814023047796102,0,16,3
SYN-085,FICTIONAL_0,26-40,Not used for prediction,40.005642,116.321261,2009-04-20 01:43:19,Monday,1,Clear,1,0.020627269983875002,12.814023047796102,1,4,0
SYN-086,FICTIONAL_0,26-40,Not used for prediction,39.906946,116.482179,2009-04-26 07:43:50,Sunday,7,Clear,1,0.020627269983875002,12.814023047796102,0,11,3
SYN-087,FICTIONAL_0,26-40,Not used for prediction,39.945692,116.794209,2009-04-19 04:28:41,Sunday,4,Cloudy,1,0.020627269983875002,12.814023047796102,3,9,2
SYN-088,FICTIONAL_0,26-40,Not used for prediction,40.001978,116.326611,2009-04-24 10:12:27,Friday,10,Rain,1,0.020627269983875002,12.814023047796102,1,8,0
SYN-089,FICTIONAL_0,18-25,Not used for prediction,39.906598,116.415375,2009-04-25 02:05:21,Saturday,2,Clear,1,0.020627269983875002,12.814023047796102,0,17,1
SYN-090,FICTIONAL_0,41-60,Not used for prediction,40.000073,116.327293,2009-04-21 04:27:45,Tuesday,4,Rain,1,0.020627269983875002,12.814023047796102,1,23,2
SYN-091,FICTIONAL_0,41-60,Not used for prediction,39.999801,116.327046,2009-05-08 02:09:37,Friday,2,Rain,1,0.020627269983875002,12.814023047796102,1,12,0
SYN-092,FICTIONAL_0,41-60,Not used for prediction,40.002389,116.326453,2009-04-23 09:32:13,Thursday,9,Cloudy,1,0.020627269983875002,12.814023047796102,1,13,3
SYN-093,FICTIONAL_0,18-25,Not used for prediction,40.000316,116.327133,2009-05-04 03:49:35,Monday,3,Cloudy,1,0.020627269983875002,12.814023047796102,1,16,2
SYN-094,FICTIONAL_0,41-60,Not used for prediction,40.022737,116.534486,2009-05-03 04:38:46,Sunday,4,Cloudy,1,0.020627269983875002,12.814023047796102,2,13,2
SYN-095,FICTIONAL_0,18-25,Not used for prediction,39.935295,116.319091,2009-04-30 05:27:32,Thursday,5,Clear,1,0.020627269983875002,12.814023047796102,0,7,2
SYN-096,FICTIONAL_0,26-40,Not used for prediction,39.998665,116.330906,2009-05-01 10:25:19,Friday,10,Clear,1,0.020627269983875002,12.814023047796102,1,5,3
SYN-097,FICTIONAL_0,41-60,Not used for prediction,40.007827,116.312691,2009-05-01 06:50:42,Friday,6,Cloudy,1,0.020627269983875002,12.814023047796102,1,21,2
SYN-098,FICTIONAL_0,26-40,Not used for prediction,39.996241,116.325788,2009-04-16 04:13:32,Thursday,4,Rain,1,0.020627269983875002,12.814023047796102,1,15,2
SYN-099,FICTIONAL_0,26-40,Not used for prediction,39.927727,116.733898,2009-04-14 13:21:06,Tuesday,13,Cloudy,1,0.020627269983875002,12.814023047796102,3,18,2
SYN-100,FICTIONAL_0,41-60,Not used for prediction,39.906841,116.485984,2009-04-14 12:42:26,Tuesday,12,Cloudy,1,0.020627269983875002,12.814023047796102,0,23,3
SYN-101,FICTIONAL_0,18-25,Not used for prediction,40.009988,116.321444,2009-04-16 04:34:11,Thursday,4,Rain,1,0.020627269983875002,12.814023047796102,1,24,3
SYN-102,FICTIONAL_0,26-40,Not used for prediction,39.986978,116.398504,2009-05-03 04:25:46,Sunday,4,Cloudy,1,0.020627269983875002,12.814023047796102,1,15,1
SYN-103,FICTIONAL_0,41-60,Not used for prediction,39.99095,116.318698,2009-05-02 13:24:59,Saturday,13,Rain,1,0.020627269983875002,12.814023047796102,1,20,0
SYN-104,FICTIONAL_0,41-60,Not used for prediction,39.995235,116.326431,2009-05-10 05:31:11,Sunday,5,Clear,1,0.020627269983875002,12.814023047796102,1,7,1
SYN-105,FICTIONAL_0,26-40,Not used for prediction,40.079445,116.587041,2009-04-29 14:56:25,Wednesday,14,Clear,1,0.020627269983875002,12.814023047796102,2,3,2
SYN-106,FICTIONAL_0,18-25,Not used for prediction,40.000923,116.317118,2009-04-30 04:14:42,Thursday,4,Clear,1,0.020627269983875002,12.814023047796102,1,5,0
SYN-107,FICTIONAL_0,26-40,Not used for prediction,40.009749,116.315632,2009-04-29 11:24:57,Wednesday,11,Clear,1,0.020627269983875002,12.814023047796102,1,14,3
SYN-108,FICTIONAL_0,41-60,Not used for prediction,39.947286,116.798341,2009-04-26 07:00:34,Sunday,7,Rain,1,0.020627269983875002,12.814023047796102,3,13,1
SYN-109,FICTIONAL_0,26-40,Not used for prediction,39.921849,116.352397,2009-05-02 09:23:57,Saturday,9,Rain,1,0.020627269983875002,12.814023047796102,0,20,3
SYN-110,FICTIONAL_0,18-25,Not used for prediction,40.003909,116.321915,2009-04-26 18:00:43,Sunday,18,Clear,1,0.020627269983875002,12.814023047796102,1,15,2
SYN-111,FICTIONAL_0,41-60,Not used for prediction,40.003426,116.322357,2009-05-09 11:33:17,Saturday,11,Rain,1,0.020627269983875002,12.814023047796102,1,3,3
SYN-112,FICTIONAL_0,26-40,Not used for prediction,39.907216,116.470298,2009-04-15 08:24:03,Wednesday,8,Rain,1,0.020627269983875002,12.814023047796102,0,3,1
SYN-113,FICTIONAL_0,41-60,Not used for prediction,39.949643,116.318056,2009-04-30 09:54:00,Thursday,9,Rain,1,0.020627269983875002,12.814023047796102,1,11,3
SYN-114,FICTIONAL_0,41-60,Not used for prediction,39.907772,116.368293,2009-05-02 11:40:57,Saturday,11,Clear,1,0.020627269983875002,12.814023047796102,0,17,2
SYN-115,FICTIONAL_0,41-60,Not used for prediction,40.00047,116.327193,2009-04-23 10:05:18,Thursday,10,Rain,1,0.020627269983875002,12.814023047796102,1,22,1
SYN-116,FICTIONAL_0,41-60,Not used for prediction,39.922318,116.353168,2009-05-02 09:18:27,Saturday,9,Cloudy,1,0.020627269983875002,12.814023047796102,0,7,2
SYN-117,FICTIONAL_0,18-25,Not used for prediction,40.009535,116.322255,2009-04-24 09:35:10,Friday,9,Cloudy,1,0.020627269983875002,12.814023047796102,1,8,1
SYN-118,FICTIONAL_0,18-25,Not used for prediction,40.005875,116.324142,2009-04-16 10:10:27,Thursday,10,Rain,1,0.020627269983875002,12.814023047796102,1,4,2
SYN-119,FICTIONAL_0,41-60,Not used for prediction,39.999901,116.327192,2009-05-09 11:50:27,Saturday,11,Cloudy,1,0.020627269983875002,12.814023047796102,1,11,0
SYN-120,FICTIONAL_0,18-25,Not used for prediction,39.901166,116.412024,2009-04-25 03:05:40,Saturday,3,Clear,1,0.020627269983875002,12.814023047796102,0,18,3
SYN-121,FICTIONAL_0,26-40,Not used for prediction,39.995265,116.328012,2009-04-29 09:09:55,Wednesday,9,Rain,1,0.020627269983875002,12.814023047796102,1,23,1
SYN-122,FICTIONAL_0,18-25,Not used for prediction,39.991442,116.332481,2009-05-02 13:16:29,Saturday,13,Cloudy,1,0.020627269983875002,12.814023047796102,1,12,1
SYN-123,FICTIONAL_0,18-25,Not used for prediction,39.965486,116.338981,2009-04-25 01:21:11,Saturday,1,Cloudy,1,0.020627269983875002,12.814023047796102,1,24,1
SYN-124,FICTIONAL_0,26-40,Not used for prediction,40.011633,116.301262,2009-05-01 08:37:29,Friday,8,Rain,1,0.020627269983875002,12.814023047796102,1,23,3
SYN-125,FICTIONAL_0,41-60,Not used for prediction,39.99192,116.331502,2009-04-15 09:17:28,Wednesday,9,Clear,1,0.020627269983875002,12.814023047796102,1,21,1
SYN-126,FICTIONAL_0,26-40,Not used for prediction,39.939215,116.315693,2009-04-30 05:42:52,Thursday,5,Clear,1,0.020627269983875002,12.814023047796102,0,3,1
SYN-127,FICTIONAL_0,26-40,Not used for prediction,40.079374,116.586185,2009-04-29 14:50:00,Wednesday,14,Clear,1,0.020627269983875002,12.814023047796102,2,17,3
SYN-128,FICTIONAL_0,41-60,Not used for prediction,39.763257,116.29944,2009-04-13 13:05:58,Monday,13,Clear,1,0.020627269983875002,12.814023047796102,0,11,1
SYN-129,FICTIONAL_0,41-60,Not used for prediction,39.987389,116.401009,2009-05-03 06:33:22,Sunday,6,Cloudy,1,0.020627269983875002,12.814023047796102,1,8,1
SYN-130,FICTIONAL_0,18-25,Not used for prediction,39.945412,116.79513,2009-04-26 04:42:39,Sunday,4,Clear,1,0.020627269983875002,12.814023047796102,3,11,3
SYN-131,FICTIONAL_0,41-60,Not used for prediction,40.001977,116.324499,2009-04-22 02:44:04,Wednesday,2,Cloudy,1,0.020627269983875002,12.814023047796102,1,23,2
SYN-132,FICTIONAL_0,26-40,Not used for prediction,39.991287,116.328958,2009-05-02 13:20:04,Saturday,13,Cloudy,1,0.020627269983875002,12.814023047796102,1,3,2
SYN-133,FICTIONAL_0,41-60,Not used for prediction,39.999893,116.327369,2009-05-12 09:53:16,Tuesday,9,Clear,1,0.020627269983875002,12.814023047796102,1,22,3
SYN-134,FICTIONAL_0,18-25,Not used for prediction,39.999926,116.327347,2009-04-20 10:26:17,Monday,10,Rain,1,0.020627269983875002,12.814023047796102,1,21,2
SYN-135,FICTIONAL_0,18-25,Not used for prediction,39.938886,116.771735,2009-04-15 07:45:08,Wednesday,7,Cloudy,1,0.020627269983875002,12.814023047796102,3,24,1
SYN-136,FICTIONAL_0,26-40,Not used for prediction,39.951071,116.329015,2009-04-30 10:40:25,Thursday,10,Clear,1,0.020627269983875002,12.814023047796102,1,16,3
SYN-137,FICTIONAL_0,41-60,Not used for prediction,39.91657,116.630236,2009-04-14 13:04:26,Tuesday,13,Rain,1,0.020627269983875002,12.814023047796102,3,22,0
SYN-138,FICTIONAL_0,26-40,Not used for prediction,39.996793,116.326772,2009-04-13 14:07:03,Monday,14,Clear,1,0.020627269983875002,12.814023047796102,1,6,2
SYN-139,FICTIONAL_0,41-60,Not used for prediction,40.00235,116.326261,2009-04-16 04:56:05,Thursday,4,Rain,1,0.020627269983875002,12.814023047796102,1,19,2
SYN-140,FICTIONAL_0,18-25,Not used for prediction,39.995717,116.326413,2009-04-19 01:02:46,Sunday,1,Clear,1,0.020627269983875002,12.814023047796102,1,22,1
SYN-141,FICTIONAL_0,18-25,Not used for prediction,39.944763,116.318656,2009-04-30 09:48:27,Thursday,9,Rain,1,0.020627269983875002,12.814023047796102,0,1,0
SYN-142,FICTIONAL_0,41-60,Not used for prediction,39.923064,116.257047,2009-04-13 08:19:28,Monday,8,Clear,1,0.020627269983875002,12.814023047796102,0,2,0
SYN-143,FICTIONAL_0,41-60,Not used for prediction,40.005468,116.316046,2009-04-30 03:38:02,Thursday,3,Rain,1,0.020627269983875002,12.814023047796102,1,20,2
SYN-144,FICTIONAL_0,18-25,Not used for prediction,39.94667,116.78279,2009-04-19 04:49:31,Sunday,4,Clear,1,0.020627269983875002,12.814023047796102,3,21,0
SYN-145,FICTIONAL_0,41-60,Not used for prediction,39.94042,116.268467,2009-04-14 05:31:40,Tuesday,5,Rain,1,0.020627269983875002,12.814023047796102,0,20,3
SYN-146,FICTIONAL_0,41-60,Not used for prediction,40.001371,116.324686,2009-05-09 11:00:37,Saturday,11,Clear,1,0.020627269983875002,12.814023047796102,1,19,1
SYN-147,FICTIONAL_0,26-40,Not used for prediction,39.993304,116.307051,2009-05-01 07:02:14,Friday,7,Rain,1,0.020627269983875002,12.814023047796102,1,21,1
SYN-148,FICTIONAL_0,18-25,Not used for prediction,39.97992,116.285289,2009-04-13 22:17:40,Monday,22,Cloudy,1,0.020627269983875002,12.814023047796102,1,5,3
SYN-149,FICTIONAL_0,26-40,Not used for prediction,40.010053,116.322655,2009-04-15 10:07:10,Wednesday,10,Rain,1,0.020627269983875002,12.814023047796102,1,13,0
SYN-150,FICTIONAL_0,18-25,Not used for prediction,39.976508,116.31103,2009-05-02 08:17:27,Saturday,8,Cloudy,1,0.020627269983875002,12.814023047796102,1,16,1
SYN-151,FICTIONAL_0,41-60,Not used for prediction,40.006646,116.322519,2009-05-04 04:01:15,Monday,4,Cloudy,1,0.020627269983875002,12.814023047796102,1,4,3
SYN-152,FICTIONAL_0,18-25,Not used for prediction,40.000324,116.330837,2009-05-01 10:24:19,Friday,10,Clear,1,0.020627269983875002,12.814023047796102,1,5,2
SYN-153,FICTIONAL_0,26-40,Not used for prediction,40.008093,116.324193,2009-04-20 04:07:55,Monday,4,Clear,1,0.020627269983875002,12.814023047796102,1,18,3
SYN-154,FICTIONAL_0,26-40,Not used for prediction,40.000836,116.327096,2009-05-12 01:53:44,Tuesday,1,Rain,1,0.020627269983875002,12.814023047796102,1,15,2
SYN-155,FICTIONAL_0,18-25,Not used for prediction,39.858028,116.235622,2009-04-14 05:21:30,Tuesday,5,Clear,1,0.020627269983875002,12.814023047796102,0,15,3
SYN-156,FICTIONAL_0,26-40,Not used for prediction,39.937718,116.267851,2009-04-13 22:25:35,Monday,22,Clear,1,0.020627269983875002,12.814023047796102,0,22,0
SYN-157,FICTIONAL_0,26-40,Not used for prediction,40.003744,116.304504,2009-05-01 07:57:34,Friday,7,Cloudy,1,0.020627269983875002,12.814023047796102,1,5,2
